0.001 1e+51
0.0011497569954 7.56463327555e+50
0.00132194114847 5.72236765935e+50
0.00151991108295 4.32876128108e+50
0.00174752840001 3.27454916288e+50
0.00200923300257 2.47707635599e+50
0.00231012970008 1.87381742286e+50
0.00265608778295 1.41747416293e+50
0.00305385550883 1.07226722201e+50
0.00351119173422 8.1113083079e+49
0.0040370172586 6.13590727341e+49
0.00464158883361 4.64158883361e+49
0.00533669923121 3.51119173422e+49
0.00613590727341 2.65608778295e+49
0.00705480231072 2.00923300257e+49
0.0081113083079 1.51991108295e+49
0.00932603346883 1.1497569954e+49
0.0107226722201 8.69749002618e+48
0.0123284673944 6.57933224658e+48
0.0141747416293 4.97702356433e+48
0.0162975083462 3.76493580679e+48
0.0187381742286 2.84803586844e+48
0.0215443469003 2.15443469003e+48
0.0247707635599 1.62975083462e+48
0.0284803586844 1.23284673944e+48
0.0327454916288 9.32603346883e+47
0.0376493580679 7.05480231072e+47
0.0432876128108 5.33669923121e+47
0.0497702356433 4.0370172586e+47
0.0572236765935 3.05385550883e+47
0.0657933224658 2.31012970008e+47
0.0756463327555 1.74752840001e+47
0.0869749002618 1.32194114847e+47
0.1 1e+47
0.11497569954 7.56463327555e+46
0.132194114847 5.72236765935e+46
0.151991108295 4.32876128108e+46
0.174752840001 3.27454916288e+46
0.200923300257 2.47707635599e+46
0.231012970008 1.87381742286e+46
0.265608778295 1.41747416293e+46
0.305385550883 1.07226722201e+46
0.351119173422 8.1113083079e+45
0.40370172586 6.13590727341e+45
0.464158883361 4.64158883361e+45
0.533669923121 3.51119173422e+45
0.613590727341 2.65608778295e+45
0.705480231072 2.00923300257e+45
0.81113083079 1.51991108295e+45
0.932603346883 1.1497569954e+45
1.07226722201 8.69749002618e+44
1.23284673944 6.57933224658e+44
1.41747416293 4.97702356433e+44
1.62975083462 3.76493580679e+44
1.87381742286 2.84803586844e+44
2.15443469003 2.15443469003e+44
2.47707635599 1.62975083462e+44
2.84803586844 1.23284673944e+44
3.27454916288 9.32603346883e+43
3.76493580679 7.05480231072e+43
4.32876128108 5.33669923121e+43
4.97702356433 4.0370172586e+43
5.72236765935 3.05385550883e+43
6.57933224658 2.31012970008e+43
7.56463327555 1.74752840001e+43
8.69749002618 1.32194114847e+43
10.0 1e+43
11.497569954 7.56463327555e+42
13.2194114847 5.72236765935e+42
15.1991108295 4.32876128108e+42
17.4752840001 3.27454916288e+42
20.0923300257 2.47707635599e+42
23.1012970008 1.87381742286e+42
26.5608778295 1.41747416293e+42
30.5385550883 1.07226722201e+42
35.1119173422 8.1113083079e+41
40.370172586 6.13590727341e+41
46.4158883361 4.64158883361e+41
53.3669923121 3.51119173422e+41
61.3590727341 2.65608778295e+41
70.5480231072 2.00923300257e+41
81.113083079 1.51991108295e+41
93.2603346883 1.1497569954e+41
107.226722201 8.69749002618e+40
123.284673944 6.57933224658e+40
141.747416293 4.97702356433e+40
162.975083462 3.76493580679e+40
187.381742286 2.84803586844e+40
215.443469003 2.15443469003e+40
247.707635599 1.62975083462e+40
284.803586844 1.23284673944e+40
327.454916288 9.32603346883e+39
376.493580679 7.05480231072e+39
432.876128108 5.33669923121e+39
497.702356433 4.0370172586e+39
572.236765935 3.05385550883e+39
657.933224658 2.31012970008e+39
756.463327555 1.74752840001e+39
869.749002618 1.32194114847e+39
